position,person,personID,start,end
Member of the Supreme Council of Kyrgyzstan,Mukar Cholponbayev,Q31451910,1995,2000
Member of the Supreme Council of Kyrgyzstan,Bakyt Torobayev,Q38459236,2007-12-16,
Member of the Supreme Council of Kyrgyzstan,Marat Sultanov,Q11340957,2010,2015-10-15
Member of the Supreme Council of Kyrgyzstan,Asylbek Jêênbekov,Q4182022,2010,2015-10-15
Member of the Supreme Council of Kyrgyzstan,Akhmatbek Keldibekov,Q4700766,2010,2015-10-15
Member of the Supreme Council of Kyrgyzstan,Irina Karamushkina,Q66309176,2010,2015-10-15
Member of the Supreme Council of Kyrgyzstan,Asylbek Jêênbekov,Q4182022,2015-10-28,
Member of the Supreme Council of Kyrgyzstan,Турускулов Жыргалбек Куручбекович,Q60838172,2015-10-28,
Member of the Supreme Council of Kyrgyzstan,"Строкова, Евгения Григорьевна",Q62269257,2015-10-28,
Member of the Supreme Council of Kyrgyzstan,Taalaybek Masabirov,Q62998074,2015-10-28,
Member of the Supreme Council of Kyrgyzstan,Irina Karamushkina,Q66309176,2015-10-28,
Member of the Supreme Council of Kyrgyzstan,Gulnara-Klara Samat,Q109446127,2018-05,
Member of the Supreme Council of Kyrgyzstan,"Айдарова, Айгуль Абдисаламовна",Q110761989,2022-01,
