item,itemLabel,startDate,endDate,sourceDate,psid
Q297568,Omurbek Tekebaev,2005-03-27,2006-02-27,2022-04-28,Q297568-F6097F9D-82AA-43C5-B2D3-E38AC19954C1
Q11340957,Marat Sultanov,2006-03-02,2007-10-22,2022-04-28,Q11340957-510417DB-228D-4B77-8D5D-62E505B87896
Q346446,Adahan Madumarov,2007-12-24,2008-05-29,2022-04-28,Q346446-052722F5-BF33-4EAF-809D-D0662E310617
Q25583601,Aytibay Tagaev,2008-05-29,2009-12-17,2022-04-28,Q25583601-D8216819-F5A7-4826-A65F-01E3FF1A8B87
Q4248578,Zaynidin Kurmanov,2009-12-24,2010-06-06,2022-04-28,Q4248578-2B15F061-E44C-43A8-8CCD-2877E393BD6E
Q4700766,Ahmatbek Keldibekov,2010-12-17,2011-12-14,2022-04-28,Q4700766-49C9995E-01E6-4416-98D6-6AEAD2695790
Q4182022,Asılbek Jeenbekov,2011-12-21,2016-04-13,2022-04-28,Q4182022-9535F60A-9E16-4B91-9088-5CF12D12D3A3
Q21144397,Chynybaĭ Tursunbekov,2016-04-27,2017-10-25,2022-04-28,Q21144397-E814C4DA-3D32-4B27-87A9-BEB374296006
Q25597842,Dastan Jumabekov,2017-10-25,2020-10-06,2022-04-28,Q25597842-F3BB625D-E682-4E3B-9A44-2E4F04E5ADF5
Q25597822,Myktybek Abdyldayev,2020-10-06,2020-10-10,2022-04-28,Q25597822-B68B533D-99DD-45ED-924A-60B3001F91D0
Q84720784,Kanatbek Isaev,2020-10-13,2020-11-04,,Q84720784-6D6C2FFE-A355-4A96-BE78-B0B25C066A34
Q25597831,Talant Mamytov,2020-11-04,,,Q25597831-E0F8F297-A987-488A-B95B-D6F50B39750F
